"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1468235","GSM1965959: single H9 hESCs differentiated for 12 hours [H9.12h_098]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193541","","63.17","1","1957863","99851013","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468234","GSM1965958: single H9 hESCs differentiated for 12 hours [H9.12h_097]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193543","","94.13","1","2982099","152087049","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468233","GSM1965957: single H9 hESCs differentiated for 12 hours [H9.12h_096]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193544","","98.21","1","3197556","163075356","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468232","GSM1965956: single H9 hESCs differentiated for 12 hours [H9.12h_095]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193545","","104.38","1","3372479","171996429","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468231","GSM1965955: single H9 hESCs differentiated for 12 hours [H9.12h_094]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193546","","50.69","1","1488826","75930126","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468230","GSM1965954: single H9 hESCs differentiated for 12 hours [H9.12h_093]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193547","","85.88","1","2805200","143065200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468229","GSM1965953: single H9 hESCs differentiated for 12 hours [H9.12h_092]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193548","","74.44","1","2391409","121961859","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468228","GSM1965952: single H9 hESCs differentiated for 12 hours [H9.12h_091]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194134","","98.35","1","3163631","161345181","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468227","GSM1965951: single H9 hESCs differentiated for 12 hours [H9.12h_090]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194135","","25","1","696658","35529558","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468226","GSM1965950: single H9 hESCs differentiated for 12 hours [H9.12h_089]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194136","","108.78","1","3545607","180825957","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468225","GSM1965949: single H9 hESCs differentiated for 12 hours [H9.12h_088]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194137","","103.25","1","3341964","170440164","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468224","GSM1965948: single H9 hESCs differentiated for 12 hours [H9.12h_087]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194138","","100.7","1","3254847","165997197","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468223","GSM1965947: single H9 hESCs differentiated for 12 hours [H9.12h_086]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194139","","67.45","1","1995404","101765604","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468222","GSM1965946: single H9 hESCs differentiated for 12 hours [H9.12h_085]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194141","","14.98","1","415347","21182697","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468221","GSM1965945: single H9 hESCs differentiated for 12 hours [H9.12h_084]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194142","","89.02","1","2914286","148628586","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468220","GSM1965944: single H9 hESCs differentiated for 12 hours [H9.12h_083]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194140","","68.3","1","2219289","113183739","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468219","GSM1965943: single H9 hESCs differentiated for 12 hours [H9.12h_082]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194143","","51.58","1","1659847","84652197","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468218","GSM1965942: single H9 hESCs differentiated for 12 hours [H9.12h_081]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194146","","52.21","1","1712682","87346782","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468217","GSM1965941: single H9 hESCs differentiated for 12 hours [H9.12h_080]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194144","","53.69","1","1734975","88483725","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468216","GSM1965940: single H9 hESCs differentiated for 12 hours [H9.12h_079]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194145","","75.73","1","2431914","124027614","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468215","GSM1965939: single H9 hESCs differentiated for 12 hours [H9.12h_078]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194148","","75.61","1","2438639","124370589","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468214","GSM1965938: single H9 hESCs differentiated for 12 hours [H9.12h_077]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194147","","75.27","1","2452478","125076378","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468213","GSM1965937: single H9 hESCs differentiated for 12 hours [H9.12h_076]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194149","","9.52","1","260599","13290549","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468212","GSM1965936: single H9 hESCs differentiated for 12 hours [H9.12h_075]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194152","","80.47","1","2633460","134306460","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468211","GSM1965935: single H9 hESCs differentiated for 12 hours [H9.12h_074]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194150","","81.22","1","2579273","131542923","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468210","GSM1965934: single H9 hESCs differentiated for 12 hours [H9.12h_073]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194151","","87.04","1","2825968","144124368","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468209","GSM1965933: single H9 hESCs differentiated for 12 hours [H9.12h_072]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194153","","78.06","1","2534981","129284031","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468208","GSM1965932: single H9 hESCs differentiated for 12 hours [H9.12h_071]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194154","","64.23","1","2075039","105826989","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468207","GSM1965931: single H9 hESCs differentiated for 12 hours [H9.12h_070]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194155","","46.94","1","1500340","76517340","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468206","GSM1965930: single H9 hESCs differentiated for 12 hours [H9.12h_069]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194159","","45.67","1","1480686","75514986","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468205","GSM1965929: single H9 hESCs differentiated for 12 hours [H9.12h_068]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194158","","53.05","1","1705721","86991771","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468204","GSM1965928: single H9 hESCs differentiated for 12 hours [H9.12h_067]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194156","","81.26","1","2641982","134741082","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468203","GSM1965927: single H9 hESCs differentiated for 12 hours [H9.12h_066]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194157","","65.1","1","2100004","107100204","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468202","GSM1965926: single H9 hESCs differentiated for 12 hours [H9.12h_065]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194160","","82.59","1","2679689","136664139","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468201","GSM1965925: single H9 hESCs differentiated for 12 hours [H9.12h_064]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194161","","78.5","1","2543238","129705138","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468200","GSM1965924: single H9 hESCs differentiated for 12 hours [H9.12h_063]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194162","","60.08","1","1932591","98562141","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468199","GSM1965923: single H9 hESCs differentiated for 12 hours [H9.12h_062]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194163","","70.09","1","2195086","111949386","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468198","GSM1965922: single H9 hESCs differentiated for 12 hours [H9.12h_061]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194164","","103.77","1","3368766","171807066","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468197","GSM1965921: single H9 hESCs differentiated for 12 hours [H9.12h_060]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194167","","75.49","1","2435351","124202901","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468196","GSM1965920: single H9 hESCs differentiated for 12 hours [H9.12h_059]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194166","","63.31","1","2034698","103769598","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468195","GSM1965919: single H9 hESCs differentiated for 12 hours [H9.12h_058]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194165","","50.77","1","1613258","82276158","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468194","GSM1965918: single H9 hESCs differentiated for 12 hours [H9.12h_057]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194168","","45.52","1","1460770","74499270","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468193","GSM1965917: single H9 hESCs differentiated for 12 hours [H9.12h_056]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194169","","58.53","1","1872099","95477049","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468192","GSM1965916: single H9 hESCs differentiated for 12 hours [H9.12h_055]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194171","","63.56","1","2038472","103962072","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468191","GSM1965915: single H9 hESCs differentiated for 12 hours [H9.12h_054]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194170","","55.99","1","1799761","91787811","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468190","GSM1965914: single H9 hESCs differentiated for 12 hours [H9.12h_053]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194174","","57.23","1","1831016","93381816","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468189","GSM1965913: single H9 hESCs differentiated for 12 hours [H9.12h_052]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194172","","56.57","1","1738141","88645191","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468188","GSM1965912: single H9 hESCs differentiated for 12 hours [H9.12h_051]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194173","","63.65","1","2048304","104463504","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
